DateTime,AddedIPs,RemovedIPs
1545958348,3,4
1545960307,5,5
1545962498,3,4
1545964370,8,20
1545966324,5,3
1545968487,4,4
1545970357,6,4
1545972280,4,5
1545974182,5,4
1545976363,4,13
1545978263,4,3
1545980499,1,41
1545982407,10,4
1545984257,7,4
1545986171,31,4
1545988369,154,5
1545990256,118,9
1545992203,47,9
1545994338,6,7
1545996257,6,4
1545998197,5,7
1546000106,7,7
1546002304,3,8
1546004182,3,4
1546006095,5,5
1546008014,2,2
1546009942,5,2
1546011878,4,2
1546013783,4,5
1546015969,8,7
1546017865,5,6
1546019774,5,4
1546021991,9,7
1546023882,17,3
1546026045,5,5
1546027947,4,5
1546029857,7,2
1546031787,2,6
1546033960,3,7
1546035853,10,6
1546037773,209,6
1546039970,7,3
1546041861,3,3
1546044030,5,2
1546046184,5,6
1546048416,2,6
1546050267,3,5
1546052178,6,8
1546054352,8,5
1546056281,6,4
1546058438,4,5
1546060361,6,5
1546062271,4,6
1546064449,6,5
1546066366,3,1
1546068262,10,5
1546070506,3,8
1546072347,6,7
1546074273,292,2
1546076199,6,7
1546078131,3,3
1546080044,5,5
1546081954,5,8
1546083886,2,3
1546085786,3,5
1546087949,7,4
1546089862,1,4
1546091798,1,5
1546093694,3,11
1546095697,13,5
1546097565,2,3
1546099491,0,6
1546101411,6,5
1546103544,12,6
1546105461,25,10
1546107397,15,5
1546109545,13,7
1546111465,3,16
1546113398,5,6
1546115296,6,1
1546117293,6,6
1546119140,210,0
1546121068,3,5
1546123006,39,12
1546125168,12,154
1546127055,4,6
1546129258,13,4
1546131139,6,5
1546133299,7,4
1546135317,6,3
1546137137,5,7
1546139089,12,3
1546140979,12,9
1546143191,10,7
1546145089,4,3
1546147000,8,6
1546149173,43,312
1546151063,4,5
1546153003,65,4
1546154896,24,7
1546156899,18,7
1546158763,5,6
1546160672,8,301
1546162845,11,5
1546164740,10,4
1546166688,48,5
1546168582,12,6
1546170511,10,1
1546172433,3,2
1546174365,479,8
1546176304,357,1
1546178507,12,1
1546180368,175,3
1546182272,10,2
1546184210,10,3
1546186386,11,4
1546188261,2,10
1546190455,21,17
1546192344,13,22
1546194534,11,15
1546196440,6,11
1546198346,15,3
1546200275,7,7
1546202180,11,2
1546204350,11,7
1546206279,92,199
1546208202,16,6
1546210093,15,37
1546212013,9,8
1546213952,15,4
1546216128,15,12
1546218982,297,12
1546220895,8,3
1546222818,11,4
1546224766,15,12
1546226675,9,14
1546228579,13,8
1546230488,13,6
1546233517,26,13
1546235318,19,42
1546237210,10,4
1546239146,13,42
1546241072,15,3
1546242989,17,28
1546244887,13,18
1546246855,7,7
1546249011,11,9
1546250896,10,9
1546252811,11,4
1546254760,12,14
1546256652,25,9
1546258607,9,3
1546260500,14,339
1546262412,14,495
1546264366,11,10
1546266249,13,9
1546268431,3139,10
1546270365,5756,8
1546272269,325,10
1546274415,18,2
1546276334,10,9
1546278280,8,14
1546280174,9,3
1546282335,11,10
1546284250,9,12
1546286212,36,7
1546288087,9,8
1546290024,11,7
1546291963,13,26
1546293879,15,8
1546296013,12,24
1546297940,52,8
1546299900,34,13
1546301812,10,11
1546303719,12,13
1546305656,12,140
1546307571,14,7
1546309479,11,11
1546312612,18,18
1546314503,6,9
1546316421,6,13
1546318342,425,15
1546320282,48,13
1546322176,2770,18
1546324344,1460,11
1546326271,475,12
1546328201,279,19
1546330350,71,12
1546332258,18,10
1546334223,43,5
1546336344,34,8
1546338293,17,15
1546340174,13,7
1546342103,20,18
1546344131,69,11
1546345951,26,7
1546347886,24,11
1546349785,28,9
1546351951,47,14
1546353867,54,14
1546355803,41,11
1546357697,55,58
1546359648,19,19
1546361544,16,12
1546363459,17,4166
1546365402,12,3092
1546367299,12,9
1546370447,33,14
1546372359,14,32
1546374275,6,14
1546376176,11,12
1546378369,50,13
1546380275,16,15
1546382194,13,13
1546384118,12,41
1546386022,14,227
1546388207,19,16
1546390342,16,16
1546392291,17,134
1546394189,16,11
1546396097,271,11
1546398052,14,11
1546399946,15,10
1546401881,27,7
1546403779,16,311
1546405709,12,205
1546407621,15,542
1546409786,17,3162
1546411942,16,771
1546413854,29,174
1546415821,29,155
1546417696,27,57
1546419717,38,39
1546421561,33,45
1546423489,30,31
1546425408,14,19
1546427330,19,16
1546429244,20,72
1546431155,623,14
1546433056,17,88
1546435008,22,22
1546436916,20,68
1546438831,16,20
1546440759,23,195
1546442669,12,11
1546444576,21,17
1546446510,22,13
1546448524,28,13
1546450341,18,16
1546452286,21,12
1546454204,64,15
1546456115,27,21
1546458262,36,20
1546460451,18,9
1546462331,29,11
1546464254,24,20
1546466182,18,31
1546468349,29,20
1546470303,21,9
1546472423,27,17
1546474367,22,29
1546476294,23,15
1546478461,151,18
1546480344,22,17
1546482520,18,295
1546485652,31,25
1546487558,23,23
1546489488,18,19
1546491415,21,16
1546493305,19,12
1546495475,20,19
1546497376,21,98
1546499580,49,279
1546501457,25,26
1546503405,19,48
1546505318,27,47
1546507238,18,68
1546509253,24,63
1546511090,24,33
1546512976,21,25
1546514902,17,27
1546516928,23,153
1546518777,24,541
1546520666,247,35
1546522579,161,42
1546524532,14,32
1546526425,133,30
1546528372,30,165
1546530267,20,51
1546532214,19,22
1546534378,38,31
1546536268,39,20
1546538194,27,20
1546540353,23,30
1546542290,72,27
1546544208,24,33
1546546353,27,23
1546548264,17,25
1546550218,13,27
1546552118,22,24
1546554034,16,23
1546555961,20,24
1546557872,27,26
1546560141,33,21
1546561951,21,24
1546563888,11,25
1546565791,23,101
1546567721,58,21
1546569616,58,17
1546571555,61,24
1546573482,100,21
1546575641,57,19
1546577578,16,23
1546579463,19,19
1546581406,17,13
1546583301,14,130
1546585336,24,247
1546587186,22,25
1546589071,15,66
1546591003,17,22
1546592911,13,21
1546594827,13,20
1546596789,19,28
1546598698,22,23
1546600584,63,16
1546602523,19,40
1546604436,23,66
1546606397,22,82
1546608283,16,478
1546610177,18,50
1546612121,20,165
1546614295,198,72
1546616449,288,27
1546618591,14,22
1546620787,23,39
1546622685,11,41
1546624608,12,29
1546626503,16,19
1546628543,24,74
1546630613,29,28
1546632776,23,28
1546634663,26,16
1546636589,17,14
1546638510,17,23
1546640458,25,16
1546642363,24,20
1546644266,16,15
1546646207,23,20
1546648014,13,20
1546650044,20,9
1546651946,18,23
1546653884,15,46
1546655799,14,95
1546657964,21,104
1546659860,17,144
1546662048,20,76
1546663958,22,14
1546665875,22,20
1546667776,16,16
1546669577,17,33
1546671725,27,237
1546673542,13,24
1546675735,20,17
1546677620,12,12
1546679558,23,13
1546681467,33,14
1546683486,22,21
1546685593,22,23
1546687465,11,71
1546689377,17,22
1546691299,11,22
1546693296,12,19
1546695133,14,19
1546697068,59,23
1546699224,13,17
1546701141,19,19
1546703081,20,14
1546705014,16,13
1546706906,12,21
1546708834,18,12
1546710763,16,12
1546712665,25,15
1546714592,20,23
1546716500,10,23
1546718486,12,406
1546720350,11,25
1546722311,21,18
1546724450,32,16
1546726355,21,24
1546728274,12,23
1546730184,15,19
1546732103,15,21
1546734020,16,16
1546735965,17,22
1546737854,15,29
1546739783,16,36
1546741956,26,22
1546743878,17,21
1546746044,22,17
1546747945,14,24
1546749856,13,21
1546752047,11,27
1546753934,24,15
1546755892,16,19
1546757775,21,22
1546760011,17,16
1546762156,30,21
1546764021,6,12
1546765949,15,23
1546767858,19,34
1546770058,271,25
1546771952,15,18
1546773882,20,13
1546776045,23,18
1546777973,24,11
1546779895,18,15
1546782045,15,105
1546783944,14,27
1546785888,174,171
1546787774,18,17
1546789734,271,20
1546791917,83,19
1546793788,306,10
1546795723,24,13
1546797707,15,16
1546799546,12,24
1546801484,17,16
1546803329,11,10
1546805329,7,8
1546807229,29,12
1546809173,21,38
1546811063,21,29
1546813283,40,22
1546815163,27,11
1546817086,18,19
1546818984,12,12
1546821155,208,20
1546823311,26,17
1546825262,20,16
1546827196,28,23
1546829097,18,16
1546831009,22,13
1546833194,12,26
1546835064,17,13
1546837008,17,10
1546838952,69,28
1546840927,21,10
1546842781,26,13
1546844704,44,20
1546846584,21,16
1546848524,21,28
1546850421,21,6
1546852349,24,15
1546854279,16,19
1546856214,22,248
1546858497,39,19
1546860495,24,25
1546862539,26,16
1546864373,28,24
1546866544,31,17
1546868420,24,15
1546870349,17,14
1546872294,25,18
1546874181,15,18
1546876368,29,20
1546878292,28,18
1546880202,210,305
1546882131,199,23
1546884082,692,15
1546885978,514,12
1546887891,227,17
1546890054,23,11
1546891943,27,11
1546893890,21,26
1546895790,16,22
1546897734,14,19
1546899629,24,18
1546901543,22,28
1546903473,29,17
1546905425,23,13
1546907574,27,191
1546909469,28,23
1546911383,22,21
1546913573,21,28
1546915477,14,18
1546917412,14,22
1546919299,11,11
1546921221,30,16
1546923174,28,19
1546925088,19,17
1546926987,20,29
1546928939,27,94
1546931206,21,253
1546933255,23,27
1546935138,33,342
1546937058,27,18
1546938989,16,23
1546941156,38,18
1546943088,23,31
1546944986,18,26
