DateTime,AddedIPs,RemovedIPs
1546259298,21,1
1546260177,17,45
1546261792,35,53
1546263741,43,43
1546265656,69,62
1546267346,40,40
1546268922,28,46
1546270432,38,35
1546270944,15,3
1546271778,13,13
1546272931,22,34
1546273702,15,0
1546276229,56,120
1546278142,38,23
1546278984,15,3
1546280119,33,52
1546280896,19,2
1546284624,101,124
1546285337,17,10
1546286724,61,47
1546288619,67,28
1546289782,49,4
1546290859,32,37
1546292121,41,51
1546293921,53,39
1546294458,20,6
1546296981,109,47
1546298060,20,43
1546299524,35,28
1546301658,43,47
1546302919,32,37
1546304169,25,17
1546305633,39,33
1546306824,35,38
1546308332,44,40
1546309702,38,7
1546311695,52,59
1546313303,41,3
1546314146,16,35
1546314979,23,19
1546316059,19,20
1546316902,17,3
1546317741,18,29
1546319424,29,38
1546321340,35,35
1546323267,45,32
1546324941,42,41
1546326875,49,29
1546329019,57,41
1546330465,48,41
1546332143,41,35
1546334079,40,38
1546335627,36,37
1546337129,34,43
1546337659,15,0
1546339337,29,32
1546340189,15,13
1546341268,13,32
1546342518,28,36
1546342941,8,0
1546344868,57,46
1546345698,24,6
1546346544,18,36
1546348825,53,61
1546350319,41,37
1546352059,39,32
1546354521,45,49
1546355661,18,67
1546357341,35,30
1546358180,24,18
1546359326,26,37
1546360101,19,7
1546361717,57,38
1546362921,42,20
1546363699,15,4
1546365318,45,40
1546367721,45,70
1546368979,18,16
1546370069,19,32
1546371320,30,42
1546373721,60,50
1546375229,41,34
1546376189,44,17
1546377330,35,23
1546378097,17,2
1546379429,23,41
1546380620,33,27
1546381702,40,10
1546384460,85,83
1546385298,20,3
1546388059,69,86
1546389321,28,36
1546390520,23,10
1546391662,30,34
1546394737,68,93
1546395272,16,2
1546396947,31,38
1546397784,19,12
1546398946,32,26
1546400540,35,30
1546401380,14,3
1546402536,35,45
1546403725,23,72
1546405827,49,55
1546407749,56,39
1546408580,22,14
1546409661,22,29
1546410499,15,8
1546411343,20,32
1546412179,18,6
1546413334,30,38
1546414102,25,8
1546415781,43,86
1546416860,38,35
1546418541,63,43
1546420222,66,40
1546421449,46,27
1546422925,44,8
1546424136,50,44
1546425625,48,31
1546426587,32,22
1546428025,39,39
1546429242,31,30
1546430187,32,13
1546431263,26,38
1546432395,30,44
1546433720,44,10
1546434927,28,46
1546435704,21,4
1546436543,22,48
1546437390,17,19
1546438461,19,23
1546439609,18,40
1546441827,43,38
1546442902,20,1
1546444580,31,64
1546445728,43,20
1546446500,33,4
1546447339,37,42
1546448503,29,26
1546449626,40,6
1546450821,29,36
1546451974,28,42
1546453709,50,24
1546456461,87,71
1546457306,27,4
1546458978,69,55
1546460128,57,33
1546461743,48,37
1546463658,49,47
1546464501,17,4
1546465923,45,40
1546467258,30,42
1546468535,20,25
1546470864,47,34
1546471703,17,4
1546473021,24,46
1546474232,31,22
1546475444,29,37
1546476621,25,7
1546476988,8,1
1546478135,19,40
1546479764,30,48
1546481137,29,38
1546483339,47,44
1546484187,17,18
1546485327,33,30
1546486831,27,46
1546488333,32,43
1546489631,24,8
1546490550,21,32
1546492236,42,44
1546494191,38,49
1546496059,40,57
1546497343,31,30
1546498596,22,6
1546500510,40,42
1546501642,34,44
1546503299,47,48
1546504104,28,0
1546504950,35,35
1546505785,38,14
1546506926,34,31
1546508264,37,33
1546509395,32,2
1546510528,13,36
1546512144,44,33
1546513827,33,40
1546515040,30,46
1546517666,56,47
1546518504,16,9
