DateTime,AddedIPs,RemovedIPs
1546250195,4,11
1546252120,77,56
1546253331,19,71
1546254869,47,32
1546256576,38,19
1546257967,103,28
1546259310,29,6
1546260193,11,19
1546261813,37,22
1546265669,51,85
1546267364,20,62
1546268935,46,69
1546270448,35,36
1546270971,3,2
1546271790,9,13
1546272957,17,35
1546273715,12,0
1546276246,29,52
1546278158,27,76
1546279002,2,1
1546280144,67,36
1546280909,38,3
1546284641,71,138
1546285351,17,1
1546286745,16,29
1546288645,33,54
1546289800,11,1
1546290884,29,57
1546292138,40,26
1546293937,29,79
1546294472,6,0
1546295732,11,17
1546296999,24,1
1546298075,10,20
1546299539,8,11
1546301672,47,36
1546302933,51,62
1546304196,47,7
1546305652,50,12
1546306849,9,17
1546308350,57,34
1546309716,29,10
1546311714,23,81
1546313323,77,1
1546314995,61,78
1546316073,41,29
1546316922,10,2
1546317756,25,87
1546319456,44,34
1546321354,36,20
1546322186,9,11
1546323294,20,31
1546324956,52,42
1546326892,66,20
1546327718,6,1
1546329033,23,9
1546330480,37,19
1546332162,38,33
1546334094,43,38
1546335656,62,87
1546337163,38,52
1546337674,18,0
1546339350,65,20
1546340210,24,9
1546341287,24,20
1546342531,15,27
1546342960,4,2
1546344885,75,28
1546345711,22,7
1546346567,19,37
1546347401,9,6
1546348534,22,30
1546349722,24,21
1546352070,55,83
1546354538,64,18
1546355686,18,35
1546357362,50,27
1546358202,46,8
1546359344,57,17
1546360129,26,1
1546361731,47,66
1546362946,37,17
1546363712,27,1
1546365330,61,22
1546367735,54,121
1546368993,38,8
1546370086,31,9
1546371333,22,35
1546373749,58,29
1546375251,74,42
1546376216,31,7
1546378111,40,61
1546379446,84,99
1546380637,34,29
1546381719,59,3
1546384476,148,85
1546385312,9,3
1546388073,112,53
1546389335,59,26
1546391676,70,54
1546393521,80,35
1546395286,39,37
1546396970,104,42
1546397798,35,8
1546398964,78,12
1546400555,55,36
1546401395,15,1
1546402557,26,56
1546403745,38,29
1546405843,123,49
1546407769,48,73
1546408600,21,26
1546409690,19,31
1546410513,39,1
1546412193,30,35
1546413363,20,26
1546414117,38,2
1546415797,79,41
1546416876,59,22
1546418556,58,35
1546420247,47,16
1546421488,38,74
1546422946,74,2
1546424159,23,29
1546425660,46,50
1546426614,93,13
1546428052,79,59
1546429256,56,36
1546430206,19,9
1546431277,13,13
1546432441,55,61
1546433734,98,1
1546435727,72,30
1546436562,32,7
1546437414,35,9
1546438474,37,28
1546441850,125,77
1546442921,54,5
1546444593,45,26
1546445753,75,19
1546446529,27,1
1546447353,11,13
1546448532,80,20
1546449646,45,1
1546450847,29,50
1546452003,24,45
1546453735,38,4
1546456489,77,72
1546457328,40,4
1546458992,111,45
1546460143,33,18
1546461764,72,53
1546463670,98,58
1546464518,26,3
1546465947,86,21
1546467271,113,30
1546470880,179,18
1546471722,20,4
1546473047,43,83
1546474252,18,30
1546475464,57,42
1546476634,31,7
1546477008,16,0
1546478154,78,48
1546479778,49,38
1546481161,86,20
1546483353,65,101
1546484214,53,31
1546485361,65,50
1546486862,72,40
1546488362,45,49
1546489667,53,4
1546490578,45,38
1546492251,76,18
1546494212,83,42
1546496074,46,67
1546497360,48,23
1546498618,52,3
1546501659,75,82
1546503327,45,21
1546504126,26,3
1546504976,19,68
1546505810,45,28
1546506951,17,19
1546508280,51,81
1546509419,52,3
1546510553,35,60
1546512162,38,38
1546513845,66,59
1546515058,28,50
1546516523,47,21
1546517693,56,16
1546518525,16,1
1546519354,42,26
1546521275,38,46
1546522557,23,48
1546523818,56,14
1546525713,69,21
1546526562,17,25
1546527409,37,21
1546528475,51,51
1546529701,89,65
1546531564,61,72
1546532914,72,4
1546533754,22,39
1546534603,15,5
1546535746,42,63
1546537353,56,40
1546538191,29,12
1546540118,78,25
1546540952,38,23
1546542882,59,18
1546543712,29,2
1546545334,66,61
1546546545,85,41
1546547319,58,0
1546548165,20,30
1546549795,39,77
1546551050,28,37
1546552592,64,24
1546553681,101,44
1546554921,42,45
1546556198,75,6
1546557294,28,64
1546560359,70,339
1546561515,24,4
1546563394,35,87
1546564484,20,30
1546566179,52,64
1546566994,42,1
1546568082,15,69
1546568926,10,6
1546569778,6,87
1546570595,13,17
1546571678,57,30
1546573374,72,46
1546574747,40,116
1546575937,32,4
1546576127,14,2
1546578645,87,92
1546580562,104,73
1546582496,83,26
1546584063,37,62
1546585850,68,107
1546587763,101,61
1546588615,56,3
1546589689,68,57
1546591367,43,60
1546593333,63,89
1546594971,89,31
1546595818,10,25
1546596954,16,109
1546597706,23,2
1546598867,45,101
1546600481,39,67
1546601735,128,62
1546602936,48,26
1546604149,33,92
1546607459,295,156
1546608684,82,50
1546609368,32,3
1546610741,61,89
1546613445,120,104
1546614645,55,50
1546615713,65,7
1546618554,114,136
1546620052,90,102
1546621005,62,19
1546622072,60,45
1546624541,202,86
1546625751,57,44
1546626530,35,7
1546627685,43,85
1546629043,48,89
1546630960,87,56
1546632337,65,88
1546633520,40,3
1546634737,62,73
1546636247,28,82
1546638160,82,143
1546638991,47,4
1546640085,58,99
1546641340,71,53
1546642531,57,3
1546643674,19,47
1546645379,54,67
1546646203,3,25
1546648110,78,52
1546648966,31,75
1546649803,36,18
1546650887,42,84
1546651725,22,3
1546653034,39,74
1546654481,58,86
1546656052,65,71
1546657009,53,3
1546658153,51,70
1546659767,50,68
1546661675,33,93
1546662529,8,5
1546664133,54,94
1546666133,43,33
1546667798,29,74
1546668940,47,54
1546670443,35,34
1546671584,37,68
1546673316,47,9
1546674961,121,70
1546676151,35,57
1546677361,43,49
1546678545,53,16
1546679749,43,59
1546680524,21,3
1546681365,23,40
1546683271,78,61
1546684125,20,1
1546684952,40,50
1546686203,103,54
1546687567,99,5
1546688731,43,56
1546690480,133,74
1546691311,21,4
1546692151,23,48
1546693402,28,69
1546694911,39,7
1546696243,52,78
1546697684,94,59
1546698948,39,97
1546701034,56,84
1546703748,88,103
1546704895,14,26
1546708240,153,142
1546709716,58,61
1546711549,88,57
1546712917,68,11
1546714232,30,98
1546715445,24,57
1546717359,61,139
1546718739,42,59
1546720094,69,7
1546721554,52,61
1546722681,21,57
1546723712,48,4
1546725470,69,160
1546727321,63,84
1546728153,32,42
1546729837,61,43
1546732607,65,60
1546733683,46,19
1546734528,10,3
1546735379,9,35
1546737041,37,60
1546738294,42,21
1546740882,50,27
1546741727,19,3
1546743406,101,86
1546744555,17,55
1546745740,52,46
1546747009,107,5
1546748159,67,53
1546749619,53,97
1546751449,33,84
1546752696,22,64
1546754196,31,9
1546756128,61,39
1546757409,76,126
1546758884,112,102
1546760459,57,91
1546761810,24,64
1546764167,61,80
1546766157,61,54
1546767773,35,37
1546769679,50,52
1546771240,52,95
1546773044,78,48
1546774960,39,47
1546775793,7,36
1546776895,25,27
1546777728,10,2
1546779355,28,75
1546780541,56,82
1546781724,79,65
1546783554,110,81
1546784067,13,3
1546785761,37,81
1546787674,35,56
1546788526,28,4
1546790147,53,120
1546791271,21,83
1546792497,17,77
1546794651,47,166
1546796553,50,73
1546797940,31,60
1546799310,69,4
1546800998,36,86
1546802912,60,64
1546804608,57,88
1546805672,46,46
1546806510,42,4
1546807841,19,69
1546809041,37,85
1546810951,89,103
1546812872,65,104
1546813714,17,1
1546814565,23,29
1546816475,55,42
1546817315,12,5
1546818154,33,72
1546820080,45,63
1546821763,84,48
1546824535,72,51
1546826202,44,96
1546827298,21,89
1546828112,73,1
1546829812,59,101
1546830958,15,11
1546832150,30,20
1546833348,20,24
1546836174,120,78
1546837004,14,9
1546838160,29,27
1546838925,29,1
1546841692,64,111
1546842527,35,3
1546844184,55,58
1546846114,65,89
1546847015,40,65
1546848891,50,85
1546849718,16,5
1546850989,30,74
1546852501,47,59
1546854057,93,54
1546855027,67,25
1546856124,46,92
1546857763,119,48
1546859459,69,67
1546861375,61,128
1546863288,154,50
1546864779,53,50
1546866892,138,49
1546869397,92,98
1546870491,73,44
1546871687,54,64
1546872155,16,0
1546874914,130,52
1546876249,57,58
1546877688,35,61
1546878927,50,199
1546880038,71,28
1546881288,78,76
1546882112,33,3
1546883815,62,117
1546884936,63,29
1546886245,76,33
1546886565,12,0
1546888479,89,52
1546889312,45,1
1546890169,41,94
1546891555,105,58
1546893119,75,60
1546893763,76,4
1546895690,102,77
1546896951,67,44
1546898135,88,24
1546899272,47,37
1546900749,79,56
1546901866,24,30
1546903248,45,12
1546903724,16,0
1546904581,11,54
1546906473,38,31
1546908154,45,45
1546908993,17,15
1546910931,109,36
1546911770,25,30
1546913169,53,83
1546914526,56,4
1546916248,27,66
1546917356,24,95
1546918956,68,93
1546919810,56,16
1546920883,52,19
1546922768,71,32
1546924255,71,48
1546925427,54,46
1546926157,40,2
1546926994,25,35
1546928089,18,131
1546929372,39,89
1546930594,57,22
1546931668,37,26
1546933358,79,37
1546934220,33,13
1546936129,99,49
1546938881,80,86
1546940456,64,44
1546941987,24,81
1546943329,66,4
1546944175,27,38
1546946079,54,37
