DateTime,AddedIPs,RemovedIPs
1545960272,40,44
1545962431,41,29
1545964353,23,32
1545966276,43,41
1545968460,39,47
1545970345,26,37
1545972274,32,41
1545974171,34,44
1545976358,33,39
1545978252,30,44
1545980436,34,41
1545982390,34,35
1545984251,44,28
1545986166,45,36
1545988357,32,43
1545990250,43,42
1545992191,50,43
1545994332,41,46
1545996251,40,1900
1545998186,62,35
1546000091,770,0
1546002763,98,48
1546004674,46,31
1546006838,58,37
1546008738,43,23
1546010649,46,21
1546012835,62,52
1546014738,33,28
1546016669,37,18
1546018569,41,34
1546020737,100,41
1546022654,31,26
1546024600,35,35
1546026491,30,35
1546028409,32,32
1546030352,18,16
1546032279,45,36
1546034165,23,41
1546036115,27,45
1546038034,42,33
1546039956,35,38
1546041854,711,0
1546044023,29,55
1546046177,40,39
1546048345,24,34
1546050254,15,23
1546052171,22,21
1546054339,31,35
1546056273,18,30
1546058424,27,28
1546060353,9,22
1546062257,10,27
1546064437,22,41
1546066358,26,26
1546068255,24,33
1546070443,28,40
1546072337,37,27
1546074265,22,23
1546076186,24,32
1546078123,19,42
1546080031,26,42
1546081942,24,1924
1546083869,21,52
1546085778,826,0
1546087937,32,33
1546089854,35,35
1546091785,29,35
1546093687,18,28
1546095634,20,31
1546097551,12,29
1546099457,19,26
1546101398,40,42
1546103534,20,37
1546105447,25,31
1546107388,27,34
1546109531,29,35
1546111454,25,37
1546113385,29,43
1546115288,21,41
1546117235,31,39
1546119133,24,43
1546121054,15,31
1546122999,23,52
1546125154,25,60
1546127049,19,49
1546129241,793,0
1546131133,15,30
1546133294,27,44
1546135240,12,33
1546137131,15,21
1546139074,21,26
1546140967,14,33
1546143182,14,28
1546145077,12,34
1546146979,20,33
1546149157,11,34
1546151051,11,31
1546152996,21,34
1546154890,15,34
1546156856,33,51
1546158756,27,38
1546160656,22,31
1546162837,25,56
1546164732,25,41
1546166674,21,35
1546168575,18,1582
1546170498,24,15
1546172419,556,0
1546174355,42,25
1546176287,36,21
1546178447,42,35
1546180359,33,19
1546182260,28,26
1546184191,27,24
1546186380,20,24
1546188248,17,17
1546190441,32,20
1546192336,22,10
1546194528,18,21
1546196422,29,35
1546198341,27,24
1546200270,19,24
1546202168,21,27
1546204339,28,27
1546206271,22,23
1546208190,22,24
1546210087,31,23
1546212008,28,29
1546213944,25,16
1546216117,462,0
1546218071,9,23
1546219935,18,21
1546221882,27,15
1546224019,11,17
1546225961,6,25
1546227850,10,18
1546229776,18,24
1546231933,14,21
1546233877,11,10
1546235766,18,10
1546237959,19,21
1546239867,20,27
1546241793,17,24
1546243698,25,29
1546245617,22,23
1546247785,18,25
1546249711,19,29
1546251622,29,13
1546253529,30,21
1546255469,28,1007
1546257369,61,32
1546259310,481,0
1546261220,57,21
1546263134,77,24
1546265071,61,9
1546266979,48,16
1546269145,51,28
1546271067,25,18
1546272969,20,14
1546275132,28,17
1546277049,30,17
1546278973,32,8
1546280890,21,17
1546282815,38,25
1546284754,30,14
1546286650,36,15
1546288566,64,35
1546290515,22,18
1546292410,21,23
1546294332,21,24
1546296267,11,14
1546298440,25,24
1546300355,17,24
1546302277,399,1
1546304169,17,17
1546306086,24,18
1546308021,15,11
1546309943,29,13
1546311878,27,21
1546313773,24,17
1546315938,38,15
1546317854,32,13
1546319772,27,16
1546321714,16,10
1546323617,19,16
1546325530,10,16
1546327469,13,17
1546329365,14,17
1546331308,19,25
1546333218,8,25
1546335158,24,11
1546337057,22,25
1546338986,29,23
1546340908,26,1049
1546343555,73,69
1546345454,468,0
1546347367,36,11
1546349308,22,9
1546351219,39,26
1546353132,27,12
1546355076,21,4
1546356968,23,12
1546359175,24,14
1546361075,18,11
1546362972,22,16
1546365135,24,16
1546367046,11,15
1546368990,16,16
1546370888,26,16
1546372819,22,30
1546374730,43,21
1546376679,34,16
1546378810,63,27
1546380759,32,30
1546382674,35,24
1546384580,33,32
1546386754,46,60
1546388663,441,0
1546390590,34,9
1546392739,51,10
1546394651,43,20
1546396573,47,10
1546398760,37,6
1546400655,26,10
1546402593,46,14
1546404494,32,10
1546406658,40,13
1546408587,34,19
1546410485,27,16
1546412661,37,16
1546414813,50,21
1546416777,36,24
1546418653,41,16
1546420576,40,20
1546422490,46,19
1546424418,45,31
1546426352,43,24
1546428252,24,1366
1546430172,45,36
1546432112,605,0
1546434037,61,14
1546435958,65,13
1546437880,72,16
1546439789,58,33
1546441713,61,28
1546443614,34,30
1546445594,52,33
1546447453,64,47
1546449372,67,34
1546451308,53,16
1546453220,51,24
1546455153,24,14
1546457074,27,18
1546459481,58,17
1546461614,59,18
1546463530,35,13
1546465450,46,29
1546467366,47,30
1546469293,25,31
1546471214,35,31
1546473130,51,29
1546475052,524,0
1546477720,67,24
1546479609,33,12
1546481556,38,17
1546483455,34,30
1546485646,43,32
1546487544,33,29
1546489476,34,38
1546491400,37,37
1546493294,31,30
1546495462,46,14
1546497371,30,24
1546499559,36,16
1546501451,37,14
1546503392,53,13
1546505312,43,13
1546507232,56,18
1546509141,38,22
1546511069,29,25
1546512966,41,36
1546514889,41,1570
1546516840,922,1
1546518764,45,25
1546520653,61,26
1546522566,47,48
1546524522,34,34
1546526409,48,56
1546528352,40,36
1546530252,32,33
1546532198,62,56
1546534360,43,50
1546536253,46,37
1546538185,56,42
1546540337,50,31
1546542280,47,33
1546544192,62,48
1546546343,87,42
1546548254,38,43
1546550193,38,38
1546552091,50,42
1546554012,68,49
1546555932,62,38
1546557850,56,28
1546560066,844,0
1546561937,34,21
1546563856,40,20
1546565777,65,46
1546567713,28,33
1546569608,54,52
1546571530,47,32
1546573470,17,29
1546575626,41,52
1546577561,24,35
1546579455,35,32
1546581398,37,37
1546583286,35,25
1546585289,36,32
1546587177,31,35
1546589055,26,40
1546590991,48,40
1546592894,32,41
1546594815,46,44
1546596767,47,37
1546598685,50,40
1546600569,54,2041
1546602513,50,59
1546604420,938,0
1546606379,58,45
1546608267,62,16
1546610168,62,40
1546612110,44,43
1546614253,19,35
1546616433,76,47
1546618580,74,35
1546620759,51,45
1546622672,35,33
1546624592,68,50
1546626493,64,30
1546628452,59,36
1546630603,49,46
1546632760,48,46
1546634650,46,50
1546636579,29,56
1546638494,43,38
1546640433,38,36
1546642354,24,33
1546644250,30,44
1546646196,54,54
1546648360,873,0
1546650283,33,32
1546652439,48,38
1546654351,23,30
1546656250,36,31
1546658172,34,38
1546660359,46,40
1546662249,31,24
1546664192,41,46
1546666090,30,28
1546668282,40,41
1546670190,34,34
1546672101,36,35
1546674044,39,39
1546676188,43,49
1546678114,36,36
1546680018,45,55
1546681930,72,42
1546683879,34,25
1546686023,46,2082
1546687963,58,51
1546689874,935,0
